YY MM DD hh WDIR WSPD GST WVHT DPD APD MWD PRES ATMP WTMP DEWP VIS
1992 01 04 02 138 03.4 04.2 01.90 12.50 07.60 999 1008.8 14.9 14.8 999.0 99.0
1992 01 04 03 116 02.8 03.7 02.00 12.50 08.00 999 1009.6 15.0 14.8 999.0 99.0
1992 01 04 04 125 03.1 04.1 02.10 12.50 07.60 999 1010.1 15.1 14.8 999.0 99.0
1992 01 04 05 130 04.5 05.3 01.90 14.30 07.60 999 1010.6 15.0 14.8 999.0 99.0
1992 01 04 06 142 02.4 03.2 02.00 14.30 07.90 999 1011.2 14.8 14.8 999.0 99.0
1992 01 04 07 144 01.1 01.6 02.20 14.30 08.20 999 1011.3 14.6 14.8 999.0 99.0
1992 01 04 08 090 01.2 02.2 02.30 12.50 08.60 999 1011.4 14.5 14.7 999.0 99.0
1992 01 04 09 150 02.8 03.7 02.30 12.50 08.40 999 1011.0 14.6 14.8 999.0 99.0
1992 01 04 10 135 01.7 02.6 02.60 12.50 08.80 999 1011.0 14.5 14.8 999.0 99.0
1992 01 04 11 142 01.7 02.7 02.30 14.30 08.50 999 1011.0 14.5 14.8 999.0 99.0
1992 01 04 12 231 00.8 01.6 02.60 12.50 08.80 999 1010.9 14.3 14.8 999.0 99.0
1992 01 04 13 268 01.3 01.7 02.30 12.50 08.80 999 1010.9 14.2 14.7 999.0 99.0
1992 01 04 14 342 01.2 01.9 02.40 12.50 09.40 999 1011.6 14.3 14.7 999.0 99.0
1992 01 04 15 273 02.1 02.8 02.30 12.50 09.30 999 1011.8 14.0 14.7 999.0 99.0
1992 01 04 16 068 00.3 00.8 02.20 12.50 09.40 999 1012.0 14.5 14.7 999.0 99.0
1992 01 04 17 055 00.8 01.9 02.30 14.30 09.70 999 1012.6 14.6 14.8 999.0 99.0
1992 01 04 18 067 02.1 02.9 02.00 12.50 09.20 999 1013.2 15.2 14.9 999.0 99.0
1992 01 04 19 122 02.0 02.8 02.20 16.70 10.30 999 1013.1 15.4 15.0 999.0 99.0
1992 01 04 20 133 03.8 04.7 02.20 16.70 10.20 999 1012.5 15.4 15.0 999.0 99.0
1992 01 04 21 124 04.2 05.3 02.40 14.30 10.80 999 1011.5 15.2 15.0 999.0 99.0
1992 01 04 22 128 04.5 05.7 02.50 14.30 10.50 999 1011.0 15.2 15.0 999.0 99.0
1992 01 04 23 139 04.2 05.3 02.30 16.70 10.70 999 1010.9 15.1 15.0 999.0 99.0
1992 01 05 01 153 02.9 03.8 02.20 16.70 10.20 999 1010.9 14.9 14.8 999.0 99.0
1992 01 05 02 131 03.7 04.6 02.20 14.30 10.30 999 1010.8 14.9 14.8 999.0 99.0
1992 01 05 03 140 04.6 05.8 02.70 16.70 11.60 999 1010.8 14.9 14.8 999.0 99.0
1992 01 05 04 141 05.4 06.8 02.50 16.70 11.30 999 1010.3 14.9 14.8 999.0 99.0
1992 01 05 05 145 06.0 07.9 02.90 16.70 11.90 999 1010.3 14.9 14.8 999.0 99.0
1992 01 05 06 151 06.8 08.4 02.60 16.70 11.30 999 1010.3 14.9 14.9 999.0 99.0
1992 01 05 07 154 07.0 08.6 02.70 16.70 10.60 999 1010.1 15.0 14.9 999.0 99.0
1992 01 05 08 162 07.2 08.8 02.70 14.30 10.70 999 1009.7 14.8 14.8 999.0 99.0
1992 01 05 09 192 05.9 06.9 02.90 16.70 10.50 999 1009.0 14.5 14.9 999.0 99.0
1992 01 05 10 198 07.4 09.0 02.90 14.30 10.40 999 1008.5 14.1 14.9 999.0 99.0
1992 01 05 11 203 06.9 08.6 02.60 16.70 09.70 999 1008.0 13.6 14.8 999.0 99.0
1992 01 05 12 199 08.2 09.8 02.50 14.30 09.40 999 1007.2 14.4 14.8 999.0 99.0
1992 01 05 13 198 10.0 12.0 02.20 14.30 08.00 999 1006.8 14.6 14.8 999.0 99.0
1992 01 05 14 198 10.6 11.9 02.40 14.30 07.70 999 1006.5 14.6 14.8 999.0 99.0
1992 01 05 15 207 10.5 13.1 02.20 16.70 06.90 999 1006.7 13.7 14.8 999.0 99.0
1992 01 05 16 242 08.1 09.8 02.60 14.30 08.20 999 1007.2 12.3 14.8 999.0 99.0
1992 01 05 17 225 08.9 10.2 02.30 14.30 07.80 999 1007.5 12.4 14.7 999.0 99.0
1992 01 05 18 222 08.3 10.0 02.60 14.30 07.90 999 1007.5 12.6 14.7 999.0 99.0
1992 01 05 19 215 09.8 11.8 02.60 14.30 08.10 999 1006.9 13.5 14.7 999.0 99.0
1992 01 05 20 225 10.5 12.8 02.80 16.70 08.20 999 1006.1 13.9 14.7 999.0 99.0
1992 01 05 21 250 08.9 10.5 02.70 16.70 08.00 999 1005.3 12.9 14.7 999.0 99.0
1992 01 05 22 254 10.8 12.6 02.80 14.30 08.00 999 1005.0 13.7 14.7 999.0 99.0
1992 01 05 23 252 09.9 12.1 03.10 14.30 08.10 999 1005.0 13.3 14.7 999.0 99.0
1992 01 06 00 273 10.3 12.2 03.00 14.30 08.20 999 1005.5 12.7 14.6 999.0 99.0
1992 01 06 01 274 09.4 11.5 02.90 14.30 08.00 999 1005.8 12.9 14.6 999.0 99.0
1992 01 06 02 273 08.6 10.2 03.20 14.30 08.30 999 1006.3 12.8 14.6 999.0 99.0
1992 01 06 03 285 07.2 08.6 03.60 14.30 09.10 999 1007.2 11.9 14.6 999.0 99.0
1992 01 06 04 297 08.9 11.4 03.40 14.30 09.20 999 1007.4 12.5 14.6 999.0 99.0
1992 01 06 05 302 08.1 10.3 03.80 14.30 09.30 999 1008.0 12.5 14.5 999.0 99.0
1992 01 06 06 295 09.5 11.6 03.90 12.50 09.00 999 1008.6 12.7 14.5 999.0 99.0
1992 01 06 07 303 09.5 12.1 03.90 14.30 09.20 999 1009.2 12.8 14.5 999.0 99.0
1992 01 06 08 304 10.2 11.8 03.80 14.30 08.50 999 1009.4 12.8 14.5 999.0 99.0
1992 01 06 09 300 11.5 14.2 03.70 14.30 08.80 999 1009.4 12.7 14.5 999.0 99.0
1992 01 06 10 307 12.0 16.1 04.10 14.30 08.90 999 1010.0 13.0 14.5 999.0 99.0
1992 01 06 11 309 12.2 15.1 03.80 12.50 08.60 999 1010.7 13.0 14.5 999.0 99.0
1992 01 06 12 308 10.7 13.0 03.60 12.50 08.50 999 1010.7 13.1 14.5 999.0 99.0
1992 01 06 13 321 11.9 14.0 03.60 14.30 07.70 999 1011.0 12.7 14.5 999.0 99.0
1992 01 06 14 312 11.0 13.5 03.70 14.30 08.20 999 1011.6 13.1 14.5 999.0 99.0
1992 01 06 15 310 10.4 12.4 03.60 12.50 08.00 999 1012.7 13.1 14.5 999.0 99.0
1992 01 06 16 309 11.2 14.0 03.70 12.50 08.50 999 1013.6 13.3 14.5 999.0 99.0
1992 01 06 17 303 10.0 13.1 03.80 12.50 08.50 999 1014.8 13.4 14.5 999.0 99.0
1992 01 06 18 305 09.7 11.9 04.10 12.50 08.70 999 1015.6 13.8 14.5 999.0 99.0
1992 01 06 19 307 10.4 13.0 03.80 14.30 08.50 999 1015.7 13.7 14.5 999.0 99.0
1992 01 06 20 301 10.6 13.3 03.70 12.50 08.20 999 1015.3 13.6 14.5 999.0 99.0
1992 01 06 21 301 11.1 12.7 03.80 12.50 08.70 999 1014.7 13.5 14.5 999.0 99.0
1992 01 06 22 301 10.7 12.4 04.40 14.30 08.90 999 1014.7 13.2 14.5 999.0 99.0
1992 01 06 23 310 10.5 12.7 04.10 14.30 08.80 999 1015.2 13.2 14.5 999.0 99.0
1992 01 07 00 308 09.4 11.8 04.00 12.50 08.70 999 1015.9 13.1 14.5 999.0 99.0
1992 01 07 01 310 11.9 14.4 03.70 12.50 08.30 999 1016.2 13.3 14.5 999.0 99.0
1992 01 07 02 314 12.2 14.8 03.70 14.30 07.90 999 1016.6 13.2 14.5 999.0 99.0
1992 01 07 03 314 11.7 13.9 03.90 14.30 08.10 999 1017.0 13.2 14.4 999.0 99.0
1992 01 07 04 312 11.5 14.4 04.00 12.50 08.10 999 1017.4 13.1 14.4 999.0 99.0
1992 01 07 05 309 11.6 14.2 04.00 14.30 08.20 999 1017.2 13.0 14.4 999.0 99.0
1992 01 07 06 316 11.0 13.3 04.20 14.30 08.40 999 1017.7 13.0 14.4 999.0 99.0
1992 01 07 07 305 10.7 13.1 03.70 12.50 07.90 999 1017.4 12.9 14.4 999.0 99.0
1992 01 07 08 310 10.6 12.6 03.70 12.50 08.30 999 1017.3 12.7 14.4 999.0 99.0
1992 01 07 09 311 10.1 12.4 03.30 12.50 08.10 999 1017.1 12.7 14.4 999.0 99.0
1992 01 07 10 316 10.9 13.1 03.80 12.50 08.30 999 1017.2 12.7 14.4 999.0 99.0
1992 01 07 11 309 09.4 12.3 03.50 12.50 08.30 999 1016.9 12.8 14.4 999.0 99.0
1992 01 07 12 310 08.3 10.4 03.50 12.50 08.30 999 1016.4 12.8 14.4 999.0 99.0
1992 01 07 13 302 07.4 09.9 03.90 12.50 08.80 999 1016.3 12.9 14.4 999.0 99.0
1992 01 07 14 295 07.6 10.2 03.40 12.50 08.50 999 1016.3 13.2 14.4 999.0 99.0
1992 01 07 15 276 06.8 08.3 03.30 12.50 08.90 999 1016.4 13.1 14.4 999.0 99.0
1992 01 07 16 272 10.1 13.4 03.00 11.10 08.50 999 1016.0 13.3 14.4 999.0 99.0
1992 01 07 17 251 06.2 10.3 03.30 14.30 08.80 999 1016.2 12.5 14.4 999.0 99.0
1992 01 07 18 244 07.2 08.9 03.00 14.30 08.30 999 1016.1 13.5 14.4 999.0 99.0
1992 01 07 19 235 10.0 12.0 03.10 12.50 08.10 999 1015.0 12.6 14.5 999.0 99.0
1992 01 07 20 237 11.5 14.6 03.20 14.30 08.10 999 1013.0 12.2 14.5 999.0 99.0
1992 01 07 21 228 12.1 14.3 03.10 14.30 07.30 999 1010.4 12.5 14.5 999.0 99.0
1992 01 07 22 322 11.0 12.9 02.90 14.30 07.70 999 1009.8 13.7 14.5 999.0 99.0
1992 01 07 23 327 14.4 17.6 02.90 14.30 07.20 999 1009.9 12.3 14.4 999.0 99.0
1992 01 08 00 332 10.4 12.9 03.00 14.30 07.00 999 1010.0 12.7 14.4 999.0 99.0
1992 01 08 01 325 12.7 15.3 03.00 14.30 06.90 999 1010.1 12.7 14.5 999.0 99.0
1992 01 08 02 330 12.6 15.1 03.00 12.50 06.80 999 1010.2 12.6 14.4 999.0 99.0
1992 01 08 03 320 12.5 15.3 02.70 14.30 06.70 999 1010.6 12.2 14.4 999.0 99.0
1992 01 08 04 340 11.2 13.3 02.70 07.70 06.30 999 1010.6 12.2 14.3 999.0 99.0
1992 01 08 05 349 10.6 13.3 02.40 12.50 06.30 999 1010.4 11.6 14.3 999.0 99.0
1992 01 08 06 319 09.1 11.7 02.70 07.10 06.70 999 1009.7 11.3 14.3 999.0 99.0
1992 01 08 07 145 06.8 08.4 02.70 14.30 07.10 999 1010.2 11.8 14.3 999.0 99.0
1992 01 08 08 058 07.3 08.9 02.70 08.30 07.00 999 1012.6 11.3 14.4 999.0 99.0
1992 01 08 09 036 07.6 09.2 02.70 09.10 07.30 999 1013.4 11.9 14.4 999.0 99.0
1992 01 08 10 045 09.0 10.7 02.50 09.10 07.50 999 1014.1 12.8 14.4 999.0 99.0
1992 01 08 11 036 11.0 13.5 02.40 10.00 07.00 999 1014.8 13.4 14.4 999.0 99.0
1992 01 08 12 038 09.5 11.0 02.60 10.00 07.00 999 1014.8 13.5 14.4 999.0 99.0
1992 01 08 13 034 09.3 11.2 02.40 09.10 06.90 999 1014.9 13.6 14.4 999.0 99.0
1992 01 08 14 047 10.7 12.8 02.50 10.00 06.80 999 1015.1 14.0 14.4 999.0 99.0
1992 01 08 15 020 07.4 08.6 02.50 10.00 07.00 999 1017.3 14.2 14.4 999.0 99.0
1992 01 08 16 022 06.9 07.8 02.60 10.00 07.70 999 1017.5 14.1 14.4 999.0 99.0
1992 01 08 17 011 07.7 08.9 02.70 10.00 07.50 999 1018.3 14.4 14.4 999.0 99.0
1992 01 08 18 024 06.7 07.7 02.80 10.00 08.20 999 1019.0 14.6 14.4 999.0 99.0
1992 01 08 19 018 06.6 07.7 02.80 10.00 07.90 999 1019.1 14.7 14.4 999.0 99.0
1992 01 08 20 012 06.6 07.5 02.90 10.00 07.90 999 1018.4 14.7 14.4 999.0 99.0
1992 01 08 21 021 06.5 07.4 02.60 10.00 07.50 999 1017.8 14.5 14.4 999.0 99.0
1992 01 08 22 008 05.7 06.5 02.50 11.10 07.70 999 1017.8 14.4 14.5 999.0 99.0
1992 01 08 23 356 05.5 06.4 02.40 11.10 07.90 999 1017.8 14.8 14.5 999.0 99.0
1992 01 09 00 356 05.5 06.4 02.40 10.00 08.00 999 1018.3 14.8 14.5 999.0 99.0
1992 01 09 01 001 05.6 06.9 02.40 11.10 08.30 999 1018.4 14.8 14.5 999.0 99.0
1992 01 09 02 346 06.0 07.0 02.30 11.10 08.00 999 1019.1 14.4 14.4 999.0 99.0
1992 01 09 03 344 04.9 05.7 02.20 11.10 07.80 999 1019.6 14.5 14.4 999.0 99.0
1992 01 09 04 344 06.3 07.5 02.30 12.50 08.20 999 1019.6 14.3 14.4 999.0 99.0
1992 01 09 05 331 05.8 07.0 02.20 11.10 07.90 999 1019.8 14.1 14.4 999.0 99.0
1992 01 09 06 332 06.4 07.7 02.10 20.00 08.00 999 1019.9 14.2 14.4 999.0 99.0
1992 01 09 07 334 06.1 07.5 02.30 10.00 08.10 999 1020.0 14.0 14.4 999.0 99.0
1992 01 09 08 342 07.2 08.5 02.10 10.00 08.00 999 1019.7 14.1 14.4 999.0 99.0
1992 01 09 09 329 06.8 08.0 02.10 10.00 08.10 999 1019.5 13.8 14.4 999.0 99.0
1992 01 09 10 339 06.8 07.8 02.20 12.50 08.50 999 1019.5 14.1 14.4 999.0 99.0
1992 01 09 11 346 05.0 05.9 02.30 16.70 08.90 999 1019.4 14.0 14.4 999.0 99.0
1992 01 09 12 358 02.6 03.2 02.20 16.70 09.30 999 1019.1 14.5 14.3 999.0 99.0
1992 01 09 13 013 04.1 05.2 02.10 16.70 09.20 999 1019.3 14.4 14.3 999.0 99.0
1992 01 09 14 029 03.7 04.4 02.00 16.70 08.70 999 1019.2 14.6 14.3 999.0 99.0
1992 01 09 15 014 04.0 04.9 02.20 16.70 09.00 999 1019.3 14.3 14.3 999.0 99.0
1992 01 09 16 011 04.1 05.0 02.10 14.30 09.00 999 1019.5 14.6 14.3 999.0 99.0
1992 01 09 17 013 04.5 05.4 02.30 16.70 09.00 999 1019.9 14.8 14.3 999.0 99.0
1992 01 09 18 007 04.6 05.3 02.10 16.70 08.80 999 1020.1 14.7 14.3 999.0 99.0
1992 01 09 19 004 03.0 03.7 02.30 16.70 09.70 999 1019.8 14.9 14.4 999.0 99.0
1992 01 09 20 007 04.1 05.0 02.30 16.70 09.40 999 1018.4 15.0 14.4 999.0 99.0
1992 01 09 21 022 03.6 04.3 02.20 14.30 09.40 999 1017.4 15.2 14.5 999.0 99.0
1992 01 09 22 359 04.0 04.7 02.20 16.70 09.60 999 1017.0 15.2 14.6 999.0 99.0
1992 01 09 23 341 04.0 04.9 02.20 14.30 10.20 999 1017.3 15.2 14.6 999.0 99.0
1992 01 10 00 338 06.0 07.0 01.90 14.30 09.70 999 1017.1 14.8 14.6 999.0 99.0
1992 01 10 01 338 06.3 07.5 02.40 14.30 10.20 999 1017.1 14.9 14.5 999.0 99.0
1992 01 10 02 345 07.2 08.1 02.00 14.30 08.90 999 1017.1 15.2 14.4 999.0 99.0
1992 01 10 03 327 07.3 09.0 02.00 14.30 08.80 999 1017.3 14.3 14.4 999.0 99.0
1992 01 10 04 336 08.2 09.8 02.40 20.00 10.00 999 1017.7 14.5 14.4 999.0 99.0
1992 01 10 05 332 10.9 12.2 02.20 20.00 08.10 999 1017.1 14.1 14.4 999.0 99.0
1992 01 10 06 331 09.2 11.1 02.80 20.00 09.90 999 1017.6 13.8 14.4 999.0 99.0
1992 01 10 07 338 09.5 11.2 02.50 20.00 08.50 999 1017.2 13.9 14.3 999.0 99.0
1992 01 10 08 335 09.1 11.0 02.90 20.00 09.40 999 1016.8 13.8 14.3 999.0 99.0
1992 01 10 09 336 09.2 10.6 02.70 20.00 09.20 999 1016.5 13.9 14.3 999.0 99.0
1992 01 10 10 343 08.0 09.3 02.90 20.00 09.60 999 1017.1 14.0 14.3 999.0 99.0
1992 01 10 11 349 07.2 09.0 03.10 20.00 10.60 999 1017.0 13.9 14.3 999.0 99.0
1992 01 10 12 354 05.7 06.8 03.00 20.00 10.40 999 1016.6 14.0 14.3 999.0 99.0
1992 01 10 13 348 05.5 06.5 03.20 20.00 11.10 999 1016.4 14.0 14.3 999.0 99.0
1992 01 10 14 352 05.0 06.1 02.90 20.00 10.70 999 1016.4 14.1 14.3 999.0 99.0
1992 01 10 15 358 04.4 05.2 02.70 20.00 10.40 999 1016.6 14.3 14.3 999.0 99.0
1992 01 10 16 336 05.7 07.0 02.80 16.70 10.30 999 1017.2 14.6 14.3 999.0 99.0
1992 01 10 17 333 06.7 08.0 03.40 20.00 12.00 999 1017.0 14.5 14.3 999.0 99.0
1992 01 10 18 325 07.5 08.5 02.90 16.70 10.40 999 1017.2 14.4 14.3 999.0 99.0
1992 01 10 19 330 08.3 09.6 03.10 16.70 10.60 999 1016.6 14.5 14.3 999.0 99.0
1992 01 10 20 326 10.5 12.5 03.10 20.00 10.20 999 1014.9 14.1 14.3 999.0 99.0
1992 01 10 21 334 07.7 09.1 03.20 16.70 09.40 999 1014.0 15.1 14.3 999.0 99.0
1992 01 10 22 335 08.0 09.3 03.30 16.70 10.20 999 1013.6 14.3 14.4 999.0 99.0
1992 01 10 23 339 07.6 08.9 03.30 16.70 10.40 999 1013.6 14.3 14.4 999.0 99.0
1992 01 11 00 326 08.3 10.4 03.20 16.70 09.80 999 1013.6 14.1 14.4 999.0 99.0
1992 01 11 01 331 09.1 11.4 03.10 16.70 08.50 999 1013.1 13.9 14.3 999.0 99.0
1992 01 11 02 322 10.7 12.9 03.40 16.70 09.50 999 1013.2 13.8 14.3 999.0 99.0
1992 01 11 03 311 10.3 12.3 03.50 16.70 09.20 999 1013.2 13.8 14.3 999.0 99.0
1992 01 11 04 315 08.7 10.9 03.20 16.70 08.70 999 1013.0 13.9 14.3 999.0 99.0
1992 01 11 05 325 07.6 09.5 03.10 16.70 08.90 999 1013.1 13.9 14.3 999.0 99.0
1992 01 11 06 323 06.0 07.4 03.00 16.70 09.10 999 1012.9 13.9 14.3 999.0 99.0
1992 01 11 07 352 04.1 05.1 03.10 16.70 09.90 999 1013.2 14.2 14.3 999.0 99.0
1992 01 11 08 331 04.1 05.8 03.60 16.70 11.20 999 1012.3 14.2 14.3 999.0 99.0
1992 01 11 09 335 07.2 09.0 03.10 16.70 10.80 999 1011.6 14.2 14.3 999.0 99.0
1992 01 11 10 329 06.3 07.8 03.60 16.70 10.90 999 1011.8 14.5 14.3 999.0 99.0
1992 01 11 11 325 08.3 09.7 03.60 16.70 09.70 999 1011.6 14.2 14.3 999.0 99.0
1992 01 11 12 329 08.3 10.0 03.40 16.70 09.10 999 1011.3 14.2 14.3 999.0 99.0
1992 01 11 13 331 08.7 10.7 03.60 14.30 09.00 999 1010.8 14.1 14.3 999.0 99.0
1992 01 11 14 334 05.5 07.0 03.70 16.70 09.60 999 1011.0 14.2 14.2 999.0 99.0
1992 01 11 15 329 09.0 11.0 03.80 14.30 09.50 999 1011.3 14.1 14.2 999.0 99.0
1992 01 11 16 321 09.4 11.9 04.00 14.30 09.10 999 1011.2 14.0 14.2 999.0 99.0
1992 01 11 17 315 10.1 12.6 03.60 14.30 08.80 999 1011.9 14.2 14.2 999.0 99.0
1992 01 11 18 319 10.6 13.2 03.60 14.30 08.30 999 1012.4 14.1 14.2 999.0 99.0
1992 01 11 19 314 10.5 12.4 03.50 14.30 08.20 999 1011.7 14.1 14.3 999.0 99.0
1992 01 11 20 323 12.6 14.9 03.70 11.10 07.70 999 1010.8 14.1 14.3 999.0 99.0
1992 01 11 21 321 14.7 17.2 03.90 14.30 07.80 999 1009.4 13.8 14.3 999.0 99.0
1992 01 11 22 326 13.5 16.6 03.70 11.10 07.20 999 1008.7 14.0 14.3 999.0 99.0
1992 01 11 23 322 15.1 17.9 04.20 09.10 07.60 999 1008.2 14.4 14.3 999.0 99.0
1992 01 12 00 324 14.5 16.9 04.30 14.30 07.80 999 1008.6 14.1 14.2 999.0 99.0
1992 01 12 01 322 13.8 16.8 04.30 09.10 07.80 999 1009.2 13.8 14.2 999.0 99.0
1992 01 12 02 320 18.7 21.9 04.60 10.00 07.70 999 1008.3 13.4 14.2 999.0 99.0
1992 01 12 03 321 17.1 20.9 04.60 10.00 07.70 999 1009.4 13.2 14.2 999.0 99.0
1992 01 12 04 322 17.1 21.2 04.80 09.10 07.70 999 1009.9 13.5 14.2 999.0 99.0
1992 01 12 05 333 16.0 18.4 04.70 14.30 07.60 999 1011.1 13.6 14.2 999.0 99.0
1992 01 12 06 338 16.7 21.1 04.60 10.00 07.70 999 1011.5 13.4 14.2 999.0 99.0
1992 01 12 07 334 16.3 19.4 04.60 11.10 07.60 999 1012.2 13.1 14.1 999.0 99.0
1992 01 12 08 341 14.2 17.3 04.10 11.10 07.60 999 1012.4 12.9 14.1 999.0 99.0
1992 01 12 09 335 12.2 15.1 04.30 14.30 08.10 999 1013.1 12.9 14.1 999.0 99.0
1992 01 12 10 338 12.0 14.3 04.10 14.30 08.00 999 1013.6 12.9 14.1 999.0 99.0
1992 01 12 11 338 11.8 13.8 04.10 10.00 08.20 999 1013.8 12.7 14.1 999.0 99.0
1992 01 12 12 334 11.1 13.5 04.10 12.50 08.20 999 1014.3 12.6 14.1 999.0 99.0
1992 01 12 13 331 09.3 11.0 04.00 14.30 08.40 999 1014.4 12.5 14.0 999.0 99.0
1992 01 12 14 329 08.7 11.0 03.60 11.10 08.30 999 1014.7 12.4 14.0 999.0 99.0
1992 01 12 15 332 08.7 09.8 03.50 11.10 08.40 999 1015.6 12.5 14.0 999.0 99.0
1992 01 12 16 331 09.4 10.7 03.20 09.10 07.90 999 1016.4 12.7 14.0 999.0 99.0
1992 01 12 17 336 08.7 10.2 03.20 12.50 08.00 999 1017.3 12.9 14.0 999.0 99.0
1992 01 12 18 337 08.3 10.0 03.00 10.00 07.60 999 1018.0 13.0 14.0 999.0 99.0
1992 01 12 19 335 07.0 08.3 02.90 11.10 07.30 999 1018.3 13.1 14.1 999.0 99.0
1992 01 12 20 332 07.4 08.9 02.70 14.30 07.50 999 1017.7 13.2 14.1 999.0 99.0
1992 01 12 21 327 08.6 10.1 02.80 11.10 07.50 999 1017.2 13.2 14.1 999.0 99.0
1992 01 12 22 332 09.7 11.0 02.60 11.10 07.20 999 1017.1 13.3 14.1 999.0 99.0
1992 01 12 23 332 09.6 11.3 02.70 12.50 07.10 999 1017.5 13.3 14.1 999.0 99.0
1992 01 13 00 328 09.8 11.1 02.60 12.50 07.10 999 1018.3 13.2 14.1 999.0 99.0
1992 01 13 01 332 09.5 10.5 02.60 09.10 07.00 999 1018.6 13.2 14.1 999.0 99.0
1992 01 13 02 335 08.4 09.7 02.50 12.50 07.00 999 1019.0 13.1 14.1 999.0 99.0
1992 01 13 03 345 07.9 09.3 02.30 10.00 07.10 999 1018.9 13.2 14.0 999.0 99.0
1992 01 13 04 337 07.2 08.5 02.20 12.50 07.10 999 1019.6 13.2 14.0 999.0 99.0
1992 01 13 05 336 07.6 08.8 02.40 12.50 07.70 999 1020.1 13.0 14.0 999.0 99.0
1992 01 13 06 334 06.5 07.6 02.10 12.50 07.50 999 1020.4 13.1 14.0 999.0 99.0
1992 01 13 07 343 04.8 05.9 02.20 12.50 07.80 999 1020.7 13.4 14.0 999.0 99.0
1992 01 13 08 355 04.3 05.1 02.10 12.50 08.00 999 1020.8 13.5 14.0 999.0 99.0
